name_ar,name_en,price,image,link
"اماريل لخفض نسبة السكر 3 مج | 30 قرص","Amaryl Lower Blood Sugar 3 mg | 30 Tab","87","","https://chefaa.com/eg-ar/nowProduct/amaryl-lower-blood-sugar-3mg-30tab-rszm"
"اماريل لخفض نسبة السكر4 مج | 30 قرص","Amaryl Lower Blood Sugar 4 mg | 30 Tab","108","","https://chefaa.com/eg-ar/nowProduct/amaryl-lower-blood-sugar-4mg-30tab-7r7j"
"اقراص امبيزيم ج لعلاج التورم والالتهاب | 30 قرص","Ambezim G | Swellings and Blood Pools | 30 Tabs","102","","https://chefaa.com/eg-ar/nowProduct/ambezim-g-swellings-and-blood-pools-30tab-3dvj"
"امبروكسول نقط لعلاج أمراض الجهاز التنفسي 7.5مج/مل | 15مل","Ambroxol Drops Respiratory Diseases 7.5mg/ml | 15ml","16","","https://chefaa.com/eg-ar/nowProduct/ambroxol-respiratory-diseases-75mg-drops-gv5m"
"اميبازول اقراص للاسهال والاميبا والتهابات المهبل amebazole ...","Amebazole | To Treat Acute Amebiasis | 1gm | 2 Tabs","27","","https://chefaa.com/eg-ar/nowProduct/amebazole-to-treat-acute-amebiasis-1gm-2tab"
"اميجران ادكو | 30 قرص","Amigraine Adco | 30 Tabs","93","","https://chefaa.com/eg-ar/nowProduct/amigraine-30tab-vvve"
"أميكاسين بخاخ مضاد حيوي للجروح والحروق | 100 مل","Amikacin | Spray | 100ml","53","","https://chefaa.com/eg-ar/nowProduct/amikacin-spray-100-ml-ux7d"
"اميلو لعلاج الذبحة الصدرية وضغط الدم المرتفع 5مج | 30 قرص","Amilo Angina Pectoris and High Blood Pressure 5mg | 30 Tabs","54","","https://chefaa.com/eg-ar/nowProduct/amilo-angina-pectoris-and-high-blood-pressure-5mg-30tab-movy"
"اميبريد 50مج | 30 قرص","Amipride 50mg | 30 Tabs","111","","https://chefaa.com/eg-ar/nowProduct/amipride-50mg-30-tab-7nov"
"أملوديبين 10مج | 20 قرص","Amlodipine 10mg | 20 Tabs","44","","https://chefaa.com/eg-ar/nowProduct/amlodipine-10mg-20tab-aith"
"اموسريبرال بلس الدوار والدوخة 20مج/40مج | 30 قرص","Amocerebral Plus Vertigo and Dizziness 20mg/40mg | 30 Tabs","36","","https://chefaa.com/eg-ar/nowProduct/amocerebral-plus-vertigo-and-dizziness-20mg40mg-30tab-zn3t"
"اموسار فورت | لعلاج ارتفاع ضغط الدم 100/25مج | 30 قرص","Amosar Fort | High Blood Pressure 100/25mg | 30 Tabs","117","","https://chefaa.com/eg-ar/nowProduct/amosar-fort-high-blood-pressure-100-25mg-30tab-oekq"
"امريزول مضاد حيوي 250جم | 20 قرص","Amrizole Antibiotic 250mg | 20 Tabs","20","https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/amrizole-250mg-20tabs-thqp-1641153739.png","https://chefaa.com/eg-ar/nowProduct/amrizole-250mg-20tabs-thqp"
"أمريزول إن | لبوس مهبلي | 5 أقماع","Amrizole N | 5 Vag. Supp","30","https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/vaginal-amrizol-n-5-vag-supp-1642597706.png","https://chefaa.com/eg-ar/nowProduct/vaginal-amrizol-n-5-vag-supp"
"أمريزول لعلاج العدوى البكتيرية 500جم | 20 قرص","Amrizole To Treat Bacterial Infection 500mg | 20 Tabs","25","https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/1631527984amrizole-to-treat-bacterial-infection-500mg-20tabsjpg","https://chefaa.com/eg-ar/nowProduct/amrizole-to-treat-bacterial-infection-500mg-20tab"
"أنافرونيل 25مجم | 30 قرص","Anafronil 25mg | 30 Tabs","66","https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/anafronil-25-mg-30-tab-b7u9-01668347742.png","https://chefaa.com/eg-ar/nowProduct/anafronil-25-mg-30-tab-mehp"
"أنافرونيل إس آر 75مج | 20 قرص","Anafronil SR 75mg | 20 Tabs","106","https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/anafronil-sr-75-mg-20-tab-lasf-01718729563.png","https://chefaa.com/eg-ar/nowProduct/anafronil-sr-75-mg-20-tab-lasf"
"اناستروزول ساندوز 1مج | 30 قرص","Anastrozole Sandoz 1mg | 30 Tabs","495","https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/anastrozol-sandoz-1-mg-30-tab-5p7h-01669290867.png","https://chefaa.com/eg-ar/nowProduct/anastrozol-sandoz-1-mg-30-tab-bykv"
"مرطب اندوديرما جيل للبشرة الدهنية andoderma gel | ٥٠ مل","Andoderma Extra Emollient Gel | 50ml","110","https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/andoderma-extra-emollient-gel-50ml-vwjr-01732722736.png","https://chefaa.com/eg-ar/nowProduct/andoderma-extra-emollient-gel-50ml-vwjr"
"اقراص اندوبوكسيتين 60 مجم لسرعة القذف | 6 اقراص","Andopoxetine 60mg | 6 Tabs","116","https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/andopoxetine-60mg-6-tabs-fwaw-01718264996.png","https://chefaa.com/eg-ar/nowProduct/andopoxetine-60mg-6-tabs-msar"
"دواء اندوفيمباميد 100 للصرع andovimpamide tab | ٣٠ قرص","Andovimpamide Anticonvulsant 100mg | 30 Tabs","273","","https://chefaa.com/eg-ar/nowProduct/andovimpamide-anticonvulsant-100-mg-20-tabs-t1rr"
"أنجيفلاش بخاخ لالتهاب الحلق | 20مل","Angiflash Sore Throat Spray | 20ml","270","","https://chefaa.com/eg-ar/nowProduct/angiflash-sore-throat-spray-20-mlsRei"
"انسيلاكوكس 120مجم | 10 أقراص","Anselacox 120mg | 10 Tabs","120","","https://chefaa.com/eg-ar/nowProduct/anselacox-120mg-10-tablet3-xuf9"
"انتيكوكس مسكن ومضاد للالتهابات 15 ملغ / 3 مل | 6 امبولات","Anticox 15mg/3ml | 6 Ampoule","78","","https://chefaa.com/eg-ar/nowProduct/anti-cox-ii-15-mg-3-ml-6-amp-wbxx"
"'انتي فلو كبسول للبرد | 20 كبسولة","Antiflu | 20 Capsule","38","","https://chefaa.com/eg-ar/nowProduct/antiflu-20-capsule-lscq"
"انتينال لعلاج الاسهال | 60مل شراب","Antinal To Treat Diarrhea | 60ml","24","","https://chefaa.com/eg-ar/nowProduct/antinal-syrup"
"انتينال لعلاج الاسهال 200مج | 24 كبسولة","Antinal To Treat Diarrhea 200mg | 24 Caps","52","","https://chefaa.com/eg-ar/nowProduct/antinal-tablet"
"أنتودين 40مجم | 30 قرص","Antodine 40mg | 30 Tabs","93","","https://chefaa.com/eg-ar/nowProduct/antodine-40-mg-30-tab-vcli"
"انتودين لعلاج حموضة و حرقة المعدة 20مج | 30 قرص","Antodine for the Treatment of Acidity and Heartburn 20mg | ...","60","","https://chefaa.com/eg-ar/nowProduct/antodine-for-the-treatment-of-acidity-and-heartburn-20mg-30tabs-kxlp"
"انتوبرال 40 مجم لعلاج القرح و الحموضه | 14 قرص","Antopral Antacid 40gm | 14 Tabs","126","","https://chefaa.com/eg-ar/nowProduct/antopral-40g-14tablets-txaz"
"مسكن انوفا اقراص للألم anuva 50mg tab | ١٠ أقراص قابلة للذوبان","Anuva Arthritis 50mg | 10 Tabs","27","","https://chefaa.com/eg-ar/nowProduct/anuva-arthritis-50g-10tab-qhit"
"ابيكسيدون | لعلاج الأضطرابات النفسية | 3 مج | 30 قرص","Apexidone | Mental Disorders | 3 mg | 30 Tab","126","","https://chefaa.com/eg-ar/nowProduct/apexidone-mental-disorders-3mg-30tab-ug9s"
"ابيكسيدون | شراب لعلاج الأضطرابات النفسية 1مج | 100مل","Apexidone | Susp Mental Disorders 1mg | 100ml","60","https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/apexidone-mental-disorders-1mg-100ml-susp-8nzh-01670336428.png","https://chefaa.com/eg-ar/nowProduct/apexidone-mental-disorders-1mg-100ml-susp-8nzh"
"ابيكسيدون لعلاج الأضطرابات النفسية 1مج | 20 قرص","Apexidone Mental Disorders 1mg | 20 Tabs","54","https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/apexidone-mental-disorders-1mg-20tab-7vgj-01666015420.png","https://chefaa.com/eg-ar/nowProduct/apexidone-mental-disorders-1mg-20tab-7vgj"
"ابيكسيدون لعلاج الأضطرابات النفسية 4مج | 30 قرص","Apexidone Mental Disorders 4mg | 30 Tabs","126","https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/apexidone-mental-disorders-4mg-30tab-ypms-01666017955.png","https://chefaa.com/eg-ar/nowProduct/apexidone-mental-disorders-4mg-30tab-ypms"
"ابيدون شراب مضاد للحساسية والالتهابات | 125مل","Apidone Susp Antihistamine & Anti-Inflammatory | 125ml","24","https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/apidone-anti-allergic-125ml-susp-eolb-01675345257.png","https://chefaa.com/eg-ar/nowProduct/apidone-anti-allergic-125ml-susp-eolb"
"أبل لايت 500مج | 30 قرص","Apple Lite 500mg | 30 Tabs","45","https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/apple-lite-500-mg-30tab-ahbu-01736412566.png","https://chefaa.com/eg-ar/nowProduct/apple-lite-500-mg-30tab-ahbu"
"شراب اكوا بلس للرضع للمغص aqua plus syrup | ١٠٠ مل","Aqua Plus | 100ml Syrup","45","https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/aqua-plus-100ml-syrup-e11l-1641226617.png","https://chefaa.com/eg-ar/nowProduct/aqua-plus-100ml-syrup-e11l"
"اريسيبت | لعلاج الزهايمر | 5 مج | 14 قرص","Aricept | Alzheimer | 5 mg | 14 Tab","392","https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/aricept-alzheimer-5mg-14tab-cmbl-01665676047.png","https://chefaa.com/eg-ar/nowProduct/aricept-alzheimer-5mg-14tab-cmbl"
"أريميديكس 1 ملجم | 28 قرص","Arimidex 1mg | 28 Tablets","706","https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/arimidex-1-mg-28-tab-q2mz-01669291149.png","https://chefaa.com/eg-ar/nowProduct/arimidex-1-mg-28-tab-7yzg"
"ارموويك 50مجم | 20 قرص","Armowake 50mg | 20 Tabs","86","","https://chefaa.com/eg-ar/nowProduct/armowake-50-mg-20-tabs-wbc4"
"اروملوك 2.5مج | 30 قرص مغلف","Aromalock 2.5mg | 30 Film Coated Tabs","621","","https://chefaa.com/eg-ar/nowProduct/aromalock-25-mg-30-tabs-aq3e"
"ارث فري 20مج | 30 قرص","Arthfree 20mg | 30 Tabs","261","","https://chefaa.com/eg-ar/nowProduct/arth-free-leflunomide-20-mg-30-tab-jpoc"
"ارثينور لعلاج التهاب العظام | 10 كبسولات","Arthineur Osteoarthritis | 10 Caps","23","","https://chefaa.com/eg-ar/nowProduct/arthineur-osteoarthritis-10cap-xv9p"
"ارثروفاست | لعلاج التهاب المفاصل 150مج | 14 قرص","Arthrofast | Arthritis 150mg | 14 Tabs","120","","https://chefaa.com/eg-ar/nowProduct/arthrofast-arthritis-150mg-14tab-xwrw"
"ارتيسوي مكمل غذائي | 30 قرص مغلف","Artisoy Dietary Supplement | 30 Film Coated Tablets","240","","https://chefaa.com/eg-ar/nowProduct/artisoy-30-tab-3-stripsnet7"
"ازماكاست | 10مج | 30 قرص","Asmakast | 10mg | 30 Tabs","156","","https://chefaa.com/eg-ar/nowProduct/asmakast-10-30-tabs-zowo"
"ازماكاست | 5مجم | 30قرص","Asmakast | 5mg | 30tab","120","","https://chefaa.com/eg-ar/nowProduct/asmakast-5mg-montelukast-chewable-tablets9ivZ"
"اسبرين بروتكت 100 لحماية القلب (aspirin protect 100 mg) | ٣...","Aspirin Protect 100mg | 30 Tabs","78","","https://chefaa.com/eg-ar/nowProduct/aspirin-protect-100mg-30-tab-d4lv"
"أسبوسيد 75ملجم | 30قرص قابل للمضغ","Aspocid INF 75mg | 30 Chew Tabs","35","","https://chefaa.com/eg-ar/nowProduct/aspocid-inf-75mg-30chew-tab-puck"
"اسبريكارلو لمنع الجلطات والسكتات الدماغية | 30 قرص","Aspricarlo To Prevent Clots and Strokes | 30 Tabs","28.5","","https://chefaa.com/eg-ar/nowProduct/aspricarlo-to-prevent-clots-and-strokes-30tab-nr28"
"اتاكاند لعلاج ضغط الدم 16مج | 14 قرص","Atacand Blood Pressure 16mg | 14 Tabs","116","","https://chefaa.com/eg-ar/nowProduct/atacand-blood-pressure-16mg-14tab-tta4"
"اتاكاند لعلاج ضغط الدم 4مج | 14 قرص","Atacand Blood Pressure 4mg | 14 Tabs","39.75","https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/atacand-blood-pressure-4mg-14tab-yqx1-01665581336.png","https://chefaa.com/eg-ar/nowProduct/atacand-blood-pressure-4mg-14tab-yqx1"
"اتاكاند لعلاج ضغط الدم 8مج | 14 قرص","Atacand Blood Pressure 8mg | 14 Tabs","83","https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/atacand-blood-pressure-8mg-14tab-lcwe-01665407673.png","https://chefaa.com/eg-ar/nowProduct/atacand-blood-pressure-8mg-14tab-lcwe"
"اتاكاند بلاس لعلاج ضغط الدم 16/ 12.5مج | 14 قرص","Atacand Plus Blood Pressure 16/12.5mg | 14 Tabs","116","https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/atacand-plus-blood-pressure-16-12-5mg-14tab-asvo-01667916982.png","https://chefaa.com/eg-ar/nowProduct/atacand-plus-blood-pressure-16-12-5mg-14tab-asvo"
"اتينو | لعلاج ارتفاع ضغط الدم 100مج | 20 قرص","Ateno | High Blood Pressure 100mg | 20 Tabs","26","https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/ateno-high-blood-pressure-100g-20tab-h5ax-01673351966.png","https://chefaa.com/eg-ar/nowProduct/ateno-high-blood-pressure-100g-20tab-h5ax"
"أتوموريلاكس شراب 20مل/5مل | 100مل","Atomorelax Syrup 20ml/5ml | 100 ml","128","https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/atomorelax-20ml5ml-syrup-100ml-aeac-01670873633.png","https://chefaa.com/eg-ar/nowProduct/atomorelax-20ml5ml-syrup-100ml-aeac"
"اتوموكس ايبكس لعلاج فرط الحركة 10مج | 30 كبسولة","Atomox Apex Hypermobility 10mg | 30 Caps","90","https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/atomox-apex-hypermobility-10mg-30cap-aznx-01674053636.png","https://chefaa.com/eg-ar/nowProduct/atomox-apex-hypermobility-10mg-30cap-aznx"
"اتوموكس ايبكس لعلاج فرط الحركة 25مج | 30 كبسولة","Atomox Apex Hypermobility 25mg | 30 Caps","252","https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/atomox-apex-hypermobility-25mg-30cap-msmw-01670409328.png","https://chefaa.com/eg-ar/nowProduct/atomox-apex-hypermobility-25mg-30cap-msmw"
"اتوموكس ايبكس | لعلاج فرط الحركة 40مج | 30 كبسولة","Atomox Apex Hypermobility 40mg | 30 Caps","333","https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/atomox-apex-hypermobility-40mg-30cap-eecw-01674054684.png","https://chefaa.com/eg-ar/nowProduct/atomox-apex-hypermobility-40mg-30cap-eecw"
"أتور | 20مج | 10قرص","Ator | 20mg | 10Tab","79","","https://chefaa.com/eg-ar/nowProduct/ator-20mg-10tab-nfm5"
"أتور 10مجم | 7 أقراص","Ator 10mg | 7 Tabs","45","","https://chefaa.com/eg-ar/nowProduct/ator-10mg-7tab-yugo"
"أتور 40ملجم | 10قرص","Ator 40mg | 10 Tabs","106","","https://chefaa.com/eg-ar/nowProduct/ator-40mg-10tab-tqon"
"أتوريزا 10/10مج | 28 قرص","Atoreza 10/10mg | 28 Tabs","166","","https://chefaa.com/eg-ar/nowProduct/atoreza-10mg-10mg-28tab-0uor"
"أتوريزا 10مج / 20مج | 21قرص","Atoreza 10mg / 20mg | 21 Tabs","141","","https://chefaa.com/eg-ar/nowProduct/atoreza-10mg-20mg-21tab-jyz0"
"أتوريزا 10مجم/40مجم | 28 قرص","Atoreza 10mg/40mg | 28 Tabs","210","","https://chefaa.com/eg-ar/nowProduct/atoreza-4010mg-28-fc-tab-thhj"
"اتوريزا 10/80 مجم | 28 اقراص","Atoreza 10mg\80mg | 28 Tabs","210","","https://chefaa.com/eg-ar/nowProduct/atoreza-10mg-ezetimibe--80mg-atorvastatineUOd"
"أتورستات 10ملجم | 14قرص","Atorstat 10mg | 14 Tabs","56","","https://chefaa.com/eg-ar/nowProduct/atorstat-10mg-14tab-rgmf"
"اتورستات 20مجم | 14 قرص","Atorstat 20mg | 14 Tabs","64","","https://chefaa.com/eg-ar/nowProduct/%D8%A7%D8%AA%D9%88%D8%B1%D8%B3%D8%AA%D8%A7%D8%AA-20-%D9%85%D8%AC-14-%D9%82%D8%B1%D8%B5-5lav"
"أتورستات مخفض لنسبة الكوليستيرول والدهون في الدم 40مج | 14 قرص","Atorstat Hypocholesterolemic & Hypolipidemic 40mg | 14 Tabs","76","","https://chefaa.com/eg-ar/nowProduct/atorstat-40mg-14tab-ujxm"
"اتروفنت 500مكجم 2مل | 20 فيال","Atrovent 500mcg 2ml | 20 Vials","286","","https://chefaa.com/eg-ar/nowProduct/atrovent-500-mcg2ml-20-unit-dose-vial-7c2l"
"أتروزيمب 20/10مجم | 30 قرص","Atrozemb 20/10mg | 30 Tabs","228","","https://chefaa.com/eg-ar/nowProduct/atrozemb-2010mg-30tab-itzy"
"اتروزيمب اقراص 10/40 حبوب الكولسترول والدهون | 30 قرص","Atrozemb 40/10mg | 30 Tabs","243","https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/atrozemb-1010mg-30tablet-paj6-01737236036.png","https://chefaa.com/eg-ar/nowProduct/atrozemb-1010mg-30tablet-paj6"
"أوجمنتين | 156 مجم/5 مل | مسحوق لعمل شراب معلق فموي | 80مل","Augmentin | 156mg/5ml powder for oral suspension | 80ml","99","https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/augmentin-156-80mlrjbk-01733951290.png","https://chefaa.com/eg-ar/nowProduct/augmentin-156-80mlrjbK"
"اوجمنتين مضاد حيوي 1جم | 14 قرص","Augmentin Antibiotic 1gm | 14 Tabs","210","https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/augmentin-antibiotic-1g-14tab-aoh8-1641396704.png","https://chefaa.com/eg-ar/nowProduct/augmentin-antibiotic-1g-14tab-aoh8"
"افيروزوليد مضاد حيوي 600مج | 10 اقراص","Averozolid Antibiotic 600mg | 10 Tabs","231","https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/averozolid-antibiotic-600mg-10tab-dmuh-01721292383.png","https://chefaa.com/eg-ar/nowProduct/averozolid-antibiotic-600mg-10tab-dmuh"
"افيل حقن للحساسية للحقن العضلي 45.5 مج/ 2مل | 6 امبولات","Avil Antiallergic 45.5mg / 2ml IM Solution | 6 Ampoules","57","https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/avil-antiallergic-allergy-ampoules-amp-455-mg-2-ml-6-ampoules-allergic-conditions-antihistaminic-and-anti-allergic-01742214161.png","https://chefaa.com/eg-ar/nowProduct/avil-antiallergic-allergy-ampoules-amp-455-mg-2-ml-6-ampoules-allergic-conditions-antihistaminic-and-anti-allergic"
"افيفافاسك لعلاج ارتفاع ضغط الدم 5/160مج | 28 قرص","Avivavasc High Blood Pressure 5/160mg | 28 Tabs","124","https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/avivavasc-high-blood-pressure-5-160mg-28tab-nktg-01665486297.png","https://chefaa.com/eg-ar/nowProduct/avivavasc-high-blood-pressure-5-160mg-28tab-nktg"
"ازادرم كريم للتقشير وللحبوب وللتفتيح azaderm | ٣٠ جم","Azaderm Topical Cream 20% | 30gm","87","https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/azaderm-cream20-30gm-fytm-01730708651.png","https://chefaa.com/eg-ar/nowProduct/azaderm-cream20-30gm-fytm"
"أزثيوبرين ايفافارما 50مجم | 30 قرص","Azathioprine Evapharma 50mg | 30 Tabs","96","https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/azathioprine-rpg-50mg-100tab-0f88-01740221320.png","https://chefaa.com/eg-ar/nowProduct/azathioprine-rpg-50mg-100tab-0f88"
"ازيثروماش | مضاد حيوي لعلاج الالتهابات البكتيرية | 500مجم |...","Azithromash | Antibiotic to Treat Bacterial Infections | 50...","48","","https://chefaa.com/eg-ar/nowProduct/azithromash-antibiotic-to-treat-bacterial-infections-500mg-3tabs-b3yw"
"أزروليد 500مجم | 3 قرص","Azrolid 500mg | 3 Tabs","63","","https://chefaa.com/eg-ar/nowProduct/azrolid-500mg-3tab-nvsl"
"أزروليد مضاد حيوي 200مج/5مل | 30مل","Azrolid Antibiotic 200mg/5ml | 30ml","62","","https://chefaa.com/eg-ar/nowProduct/azrolid-antibiotic-200mg5ml-30ml-boyg"
"بيبى ناديف سبراي الانف ماء البحر للجيوب الانفية للاطفال | 50مل","Baby Nadif Children Nasal Spray | 50ml","390","","https://chefaa.com/eg-ar/nowProduct/baby-nadif-nasal-spray-50-ml"
"باكتيكلور | مضاد حيوي | 250 مج | 60 مل شراب","Bacticlor | Antibiotic | 250 mg | 60 ml Susp","136","","https://chefaa.com/eg-ar/nowProduct/bacticlor-antibiotic-250mg-60ml-susp-em7j"
"بيتاديرم كريم 0.1٪ | 30جم","Betaderm Cream 0.1% | 30gm","23","","https://chefaa.com/eg-ar/nowProduct/betaderm-cream-01-30gm-ptxv"
"بيتاديرم كريم 0.1٪ | 15جم","Betaderm Cream0.1% | 15gm","18","","https://chefaa.com/eg-ar/nowProduct/betaderm-cream01-15gm-qoym"
"بيتادين | محلول مطهر للجروح والحروق الطفيفة | 60مل","Betadine | Antisepic Solution | 60ml","55","","https://chefaa.com/eg-ar/nowProduct/betadine-antisepic-solution-60-ml"
"بيتافوس مضاد للالتهابات 2مل | 1 امبول","Betafos Anti-inflammatory | 2ml | 1 Amp","31","","https://chefaa.com/eg-ar/nowProduct/betafos-anti-inflammatory-2ml-1amp-bgqv"
"بيتاسيرك لعلاج الدوخة واضطرابات الدورة الدموية 24مج | 40 قرص","Betaserc Dizziness and Circulatory Disorders 24mg | 40 Tabs","218","","https://chefaa.com/eg-ar/nowProduct/betaserc-dizziness-and-circulatory-disorders-24mg-40tab-7noe"
"باى-الكوفان 150مجم | 30 قرص","Bi-Alcofan 150mg | 30 Tabs","81","","https://chefaa.com/eg-ar/nowProduct/bi-alcofan-150-mg-30-tab-ycie"
"بيوتين بلس 4 10000 مكجم مكمل غذائي | 30 قرص","Biotin Plus 4 10000 Mcg Dietary Supplement | 30 Caps","245","","https://chefaa.com/eg-ar/nowProduct/biotin-plus-4-10000-mcg-dietary-supplement-30-caps-o67j"
